dealer_name,filename2,filename,shape,Part number,Part description,Part category,Status,Quality,On stock,Price ex tax,Packaged quantity,Max order quantity
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",46BN37W02093,"Battery, Xiaomi Redmi 6 / 6A",Battery,"Leverbaar, alleen uit voorraad",Original,3,15.8,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",46BN45A03093,"Battery, Xiaomi Redmi Note 5",Battery,"Leverbaar, alleen uit voorraad",Original,25+,8.63,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",46BN48G03014,"Battery, Xiaomi Redmi Note 6 Pro",Battery,"Leverbaar, alleen uit voorraad",Original,7,8.48,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",47040000061D,"Charger - White/Gray, Xiaomi Mi Note 10 Lite / Redmi Note 9 Pro / Poco F2 Pro (EU) - MDY-11-EZ 33W_x000D_
",Oplader / AC-Adapter,"Leverbaar, alleen uit voorraad",Original,25+,7.53,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",47040000081T,"Charger - White/Gray, Xiaomi Mi 10 Lite 5G / Redmi Note 9 / Redmi Note 9S(EU) - MDY-11-EP 22.5W_x000D_
",Oplader / AC-Adapter,"Leverbaar, alleen uit voorraad",Original,3,8.66,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",470400000F5R,"Charger- White/Gray, Xiaomi Mi 11 (EU) -  MDY-12-EW-55W_x000D_
",Charger/AC-Adapter,"Leverbaar, alleen uit voorraad",Original,25+,13.07,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",470400000P1D,"Charger - White/Gray, Xiaomi Redmi Note 10 Pro (EU) - MDY-11-EZ 33W",Oplader / AC-Adapter,"Leverbaar, alleen uit voorraad",Original,10,8.7,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",470400000Z1D,"Charger - White/Gray, Xiaomi 12 (EU) - MDY-12-EH 67W - Youth Edition",Oplader / AC-Adapter,"Leverbaar, alleen uit voorraad",Original,25+,11.33,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",471321X02012,"Charger - White/Gray, Xiaomi Redmi 9 (EU) - MDY-09-EW",Oplader / AC-Adapter,"Leverbaar, alleen uit voorraad",Original,2,5.34,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",471351X02012,"Charger - White/Gray, Xiaomi Mi 9 / Mi 9 Lite / Mi 9SE / Mi 9T / Mi 9T Pro / Note 8 Pro(EU) - MDY-10-EF_x000D_
",Oplader / AC-Adapter,"Leverbaar, alleen uit voorraad",Original,5,7.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481088200057,"Power Key - Black, Xiaomi Mi 9SE",Button/Key,"Leverbaar, alleen uit voorraad",Original,5,0.25,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481088220057,"Power Key - Blue, Xiaomi Mi 9SE",Button/Key,"Leverbaar, alleen uit voorraad",Original,5,0.25,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481088320057,"Volume Key - Blue, Xiaomi Mi 9SE",Button/Key,"Leverbaar, alleen uit voorraad",Original,5,0.25,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",4810887000A4,"Sim Tray - Black, Xiaomi Mi 9SE",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,3,1.77,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481090900050,"Volume Key - Black, Xiaomi Mi 9T / Mi 9T Pro",Button/Key,"Leverbaar, alleen uit voorraad",Original,5,0.25,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481091500050,"Sim Tray - Gray, Xiaomi Mi 9T / Mi 9T Pro",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,1,2.49,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481092800050,"Sim Tray - Black, Xiaomi Mi 9 Lite",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,3,3.09,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481095800050,"Volume Key - Red, Xiaomi Mi 9T / Mi 9T Pro",Button/Key,"Leverbaar, alleen uit voorraad",Original,5,0.25,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481095900050,"Volume Key - Blue, Xiaomi Mi 9T / Mi 9T Pro",Button/Key,"Leverbaar, alleen uit voorraad",Original,4,0.25,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481096500050,"Sim Tray - Blue, Xiaomi Mi 9T / Mi 9T Pro",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,2,2.49,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48110000683W,"Volume Key - Tarnish, Xiaomi Mi 11 Lite 4G/Mi 11 Lite 5G",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,4.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481100006E3W,"Volume Key - Black, Xiaomi Poco F3/Mi 11X Pro",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,4.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481100006F3W,"Volume Key - White, Xiaomi Poco F3/Mi 11X Pro",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,4.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481100006H3W,"Volume Key - Blue, Xiaomi Poco F3/Mi 11X Pro",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,4.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481100006N3W,"Volume Key - Pink, Xiaomi Mi 11 Lite 4G/Mi 11 Lite 5G",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,4.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481100006R3W,"Volume Key - Blue, Xiaomi Mi 11 Lite 4G/Mi 11 Lite 5G",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,4.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48110000EA9T,"Volume Key - Tarnish, Xiaomi Redmi Note 11",Button/Key,"Leverbaar, alleen uit voorraad",Original,4,4.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48110000EB9T,"Volume Key - Blue, Xiaomi Redmi Note 11",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,4.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481905300050,"Sim Tray - Black, Xiaomi Redmi Note 8 Pro",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,1,3.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",481905320050,"Sim Tray - Green, Xiaomi Redmi Note 8 Pro",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,1,3.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000013W,"Sim Tray - Silver, Xiaomi Redmi Note 8",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,2,0.99,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000033W,"Sim Tray - Black, Xiaomi Mi Note 10 / Mi Note 10 Lite",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,2,4.59,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000083W,"Sim Tray - Silver, Xiaomi Redmi Note 8 Pro",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,3,3.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000000C3W,"Sim Tray - Black, Xiaomi Redmi 8",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,2,4.16,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000173W,"Sim Tray - Blue, Xiaomi Redmi Note 8 Pro",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,9,0.25,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000001Y3W,"Sim Tray - Black, Xiaomi Redmi Note 9 Pro / Note 9S",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,1,4.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000263W,"Sim Tray - Black, Xiaomi Redmi Note 9",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,2,5.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000003B3W,"Sim Card Tray - Blue, Xiaomi Redmi 9",Button/Key,"Leverbaar, alleen uit voorraad",Original,2,4.59,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000003H3W,"Sim Tray - White, Xiaomi Redmi Note 9",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,2,4.29,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000003I3W,"Sim Tray - Red, Xiaomi Redmi Note 9",Module SD SIM,"Leverbaar, alleen uit voorraad",Original,2,1.05,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000004Z3W,"Sim Tray - Black, Xiaomi Mi 10T",Module SD SIM,"Leverbaar, alleen uit voorraad",,1,5.07,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000503W,"Sim Tray - Silver, Xiaomi Mi 10T",Module SD SIM,"Leverbaar, alleen uit voorraad",,2,5.07,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000007G3W,"Sim Card Tray - Black, Xiaomi Mi 11 Lite 4G/Mi 11 Lite 5G",Button/Key,"Leverbaar, alleen uit voorraad",Original,4,4.08,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000007S3W,"Sim Tray - Black, Xiaomi Mi 11i",Module SD SIM,"Leverbaar, alleen uit voorraad",,13,1.13,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000007T3W,"Sim Card Tray - Silver, Xiaomi Poco F3/Mi 11X Pro",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,5.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000007V3W,"Sim Tray - Blue, Xiaomi Mi 11i",Module SD SIM,"Leverbaar, alleen uit voorraad",,6,1.04,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000007Y3W,"Sim Card Tray - Tarnish, Xiaomi Redmi Note 10 Pro",Button/Key,"Leverbaar, alleen uit voorraad",Original,9,3.63,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000007Z3W,"Sim Card Tray - Pink, Xiaomi Mi 11 Lite 4G",Button/Key,"Leverbaar, alleen uit voorraad",Original,5,3.81,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000883W,"Sim Tray - Golden, Xiaomi Redmi Note 10 Pro",Module SD SIM,"Leverbaar, alleen uit voorraad",,8,1.11,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000008A3W,"Sim Card Tray - Blue, Xiaomi Mi 11 Lite 4G",Button/Key,"Leverbaar, alleen uit voorraad",Original,2,4.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000008K3W,"Sim Card Tray - Blue, Xiaomi Redmi Note 10 Pro",Button/Key,"Leverbaar, alleen uit voorraad",Original,6,5.4,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000008M2E,"Sim Card Tray - Green, Xiaomi Mi 11 Lite 5G",Button/Key,"Leverbaar, alleen uit voorraad",Original,6,1.36,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000008N3W,"Sim Tray - Silver, Xiaomi Mi 11T Lite",Module SD SIM,"Leverbaar, alleen uit voorraad",,1,5.68,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000008U9T,"Sim Card Tray - Blue, Xiaomi Redmi Note 10S",Button/Key,"Leverbaar, alleen uit voorraad",Original,4,4.17,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000008X9X,"Sim Tray - Black, Xiaomi Redmi Note 10 5G",Module SD SIM,"Leverbaar, alleen uit voorraad",,1,2.88,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000009L9X,"Sim Tray - White, Xiaomi Redmi Note 10 5G",Module SD SIM,"Leverbaar, alleen uit voorraad",,7,1.1,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000009N9X,"Sim Tray - Blue, Xiaomi Redmi Note 10 5G",Module SD SIM,"Leverbaar, alleen uit voorraad",,7,1.12,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",482000009Q9X,"Sim Tray - Green, Xiaomi Redmi Note 10 5G",Module SD SIM,"Leverbaar, alleen uit voorraad",,9,1.08,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000AT9T,"Sim Tray - Purple, Xiaomi Redmi Note 10S",Module SD SIM,"Leverbaar, alleen uit voorraad",,3,3.75,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000B53W,"Sim Tray - Purple, Xiaomi Redmi Note 10 Pro",Module SD SIM,"Leverbaar, alleen uit voorraad",,9,1.12,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000C42E,"Sim Card Tray - Tarnish, Xiaomi Mi 11T/Mi 11T Pro",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,5.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000FW9T,"Sim Card Tray - Tarnish, Xiaomi Redmi Note 11",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,4.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48200000GU9T,"Sim Card Tray - Blue, Xiaomi Redmi Note 11",Button/Key,"Leverbaar, alleen uit voorraad",Original,1,4.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48210000541A,"Speaker, Xiaomi Redmi Note 11",Audio/speaker,"Leverbaar, alleen uit voorraad",Original,1,9.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",4830423000B3,"Power/Volume Flex Cable, Xiaomi Mi A3",Cable,"Leverbaar, alleen uit voorraad",Original,6,4.32,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",483200000C2T,"Main Flex, Xiaomi Redmi Note 10 Lite",Cable,"Leverbaar, alleen uit voorraad",Original,5,1.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",483200005X2T,"Main Flex, Xiaomi Mi 11",Cable,"Leverbaar, alleen uit voorraad",Original,2,7.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",483200006X2T,"Main Flex, Xiaomi Poco F3/Mi 11X Pro",Cable,"Leverbaar, alleen uit voorraad",Original,3,1.92,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48320000706Q,"Main Flex, Xiaomi Mi 11 Lite 4G/Mi 11 Lite 5G",Cable,"Leverbaar, alleen uit voorraad",Original,2,2.94,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",483200007A2T,"Power/Volume Flex, Xiaomi Mi 11 Lite 4G/Mi 11 Lite 5G",Cable,"Leverbaar, alleen uit voorraad",Original,3,6.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",483200008J9X,"Power/Volume Flex, Xiaomi Redmi Note 10 5G",Cable,"Leverbaar, alleen uit voorraad",Original,2,1.14,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",483200008P9T,"Main Flex, Xiaomi Redmi Note 10S",Cable,"Leverbaar, alleen uit voorraad",Original,3,8.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48320000ATHT,"Power/Volume Flex Cable, Xiaomi Mi 11T Pro",Cable,"Leverbaar, alleen uit voorraad",Original,1,7.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",48320000D89T,"Main Flex, Xiaomi Redmi Note 11",Cable,"Leverbaar, alleen uit voorraad",Original,2,5.76,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",484021000006,"Vibrator, Xiaomi Redmi Note 8 Pro",Buzzer/vibra,"Leverbaar, alleen uit voorraad",Original,2,3.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",49010000445F,"Fingerprint Sensor - Silver, Xiaomi Poco F3/Mi 11X Pro",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,3,9.32,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",49010000455F,"Fingerprint Sensor - Black, Xiaomi Poco F3/Mi 11X Pro",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,4,8.15,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",49010000475F,"Fingerprint Sensor - Tarnish, Xiaomi Redmi Note 10 Pro",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,7,7.58,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",49010000485F,"Fingerprint Sensor - Blue, Xiaomi Redmi Note 10 Pro",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,2,7.16,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",49010000495F,"Fingerprint Sensor - Gold, Xiaomi Redmi Note 10 Pro",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,2,8.04,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",490100004P5F,"Fingerprint Sensor - Blue, Xiaomi Redmi Note 10S",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,5,8.86,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",490100004R5F,"Fingerprint Sensor - Blue, Xiaomi Poco F3/Mi 11X Pro",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,2,9.32,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",490100005G5M,"Fingerprint Module - Tarnish, Xiaomi Poco X3 GT",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,2,6.06,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",490100005N5F,"Fingerprint Sensor - Purple, Xiaomi Redmi Note 10 Pro",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,4,9.22,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",490100005Q5M,"Fingerprint Module - Blue, Xiaomi Poco X3 GT",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,2,6.06,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",490100005R5M,"Fingerprint Module - White, Xiaomi Poco X3 GT",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,2,6.06,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",490100006G5M,"Fingerprint Sensor - Silver, Xiaomi Mi 11T/Mi 11T Pro",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,1,7.42,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",490100006M5M,"Fingerprint Sensor - Tarnish, Xiaomi Mi 11T Pro",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,1,7.42,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",49010000916G,"Fingerprint Sensor - Tarnish, Xiaomi Redmi Note 11",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,1,9.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",490100009K6G,"Fingerprint Sensor - Blue Green, Xiaomi Redmi Note 11",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,1,9.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",490200000Z9X,"Fingerprint Sensor - Tarnish, Xiaomi Redmi Note 10 5G",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,1,4.36,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",49020000119X,"Fingerprint Sensor - White, Xiaomi Redmi Note 10 5G",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,4,6.76,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",49020000129X,"Fingerprint Sensor - Blue, Xiaomi Redmi Note 10 5G",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,4,6.62,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",49020000139X,"Fingerprint Sensor - Green, Xiaomi Redmi Note 10 5G",Fingerprint sensor,"Leverbaar, alleen uit voorraad",Original,4,5.32,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55040000289X,"Back Cover - Black, Xiaomi Redmi Note 10 5G",Housing,"Leverbaar, alleen uit voorraad",Original,1,16.82,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",550400002S9X,"Back Cover - Blue, Xiaomi Redmi Note 10 5G",Housing,"Leverbaar, alleen uit voorraad",Original,2,16.82,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",550500000Z6D,"Back cover - Red, Xiaomi Redmi 8",Housing,"Leverbaar, alleen uit voorraad",Original,1,25.88,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000146E,"Back cover - Blue, Xiaomi Redmi 8A",Housing,"Leverbaar, alleen uit voorraad",Original,2,7.3,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000166E,"Back cover - Black, Xiaomi Redmi 8A",Housing,"Leverbaar, alleen uit voorraad",Original,2,6.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",550500001J6R,"Back cover - Black, Xiaomi Redmi Note 8",Housing,"Leverbaar, alleen uit voorraad",Original,25,9.14,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",550500003N1Q,"Back cover - Black, Xiaomi Redmi Note 9S",Housing,"Leverbaar, alleen uit voorraad",Original,8,16.22,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",550500005G1L,"Back cover - White, Xiaomi Redmi Note 9S",Housing,"Leverbaar, alleen uit voorraad",Original,2,20.7,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",550500006T4J,"Back Cover - White, Xiaomi Note 10 Lite",Housing,"Leverbaar, alleen uit voorraad",Original,1,22.1,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000751Q,"Back cover - White, Xiaomi Redmi Note 9 Pro",Housing,"Leverbaar, alleen uit voorraad",Original,4,23.4,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000771Q,"Back cover - Interstellar Grey, Xiaomi Redmi Note 9 Pro",Housing,"Leverbaar, alleen uit voorraad",Original,10,23.4,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",550500008F6D,"Back cover - Red, Xiaomi Redmi Note 9",Housing,"Leverbaar, alleen uit voorraad",Original,1,25.64,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",550500008Z1L,"Back cover - White, Xiaomi Poco F2 Pro",Housing,"Leverbaar, alleen uit voorraad",Original,1,32.4,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000911L,"Back cover - Blue, Xiaomi Poco F2 Pro",Housing,"Leverbaar, alleen uit voorraad",Original,2,32.4,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",550500009A6D,"Back cover - Green, Xiaomi Redmi Note 9",Housing,"Leverbaar, alleen uit voorraad",Original,3,18.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000AF6D,"Back cover - Black, Xiaomi Redmi Note 9",Housing,"Leverbaar, alleen uit voorraad",Original,4,21.0,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000CE2J,"Back cover - Ocean Green, Xiaomi Redmi 9",Housing,"Leverbaar, alleen uit voorraad",Original,2,13.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000EI5Z,"Back Cover - Blue, Xiaomi Redmi 9C",Housing,"Leverbaar, alleen uit voorraad",Original,2,13.5,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000ES2D,"Back Cover - Orange, Xiaomi Redmi 9C",Housing,"Leverbaar, alleen uit voorraad",Original,4,8.52,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000F7JI,"Back cover - Tarnish, Xiaomi Redmi 9A",Housing,"Leverbaar, alleen uit voorraad",,1,8.64,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000H46D,"Back cover - Blue, Xiaomi Poco X3_x000D_
",Housing,"Leverbaar, alleen uit voorraad",Manufacturer refurbished,2,9.14,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000JZ6D,"Back cover - Tarnish, Xiaomi Poco X3_x000D_
",Housing,"Leverbaar, alleen uit voorraad",Original,7,14.15,1,0
2S,2S_xiaomi.csv,2S_xiaomi.xlsx,"(474, 9)",55050000K4K1,"Back cover - Carbon Gray, Xiaomi Redmi 9",Housing,"Leverbaar, alleen uit voorraad",Original,5,12.99,1,0
